timestamp,band,millis,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,sysCal,gyroCal,accelCal,magCal,label
2026-03-01T21:04:32.724Z,FOOT,434003,-0.601,-0.069,-0.063,0.794,0.240,-0.030,0.300,-0.071,0.173,-0.048,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.725Z,ARM,282984,0.989,-0.059,-0.008,0.138,-0.180,0.020,0.000,-0.074,0.013,-0.036,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.745Z,FOOT,434023,-0.600,-0.070,-0.065,0.795,0.150,-0.030,0.030,-0.084,0.250,-0.161,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.746Z,FOOT,434043,-0.597,-0.071,-0.067,0.796,0.170,0.290,0.330,-0.062,0.296,-0.297,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.760Z,ARM,283004,0.989,-0.060,-0.008,0.138,-0.150,0.050,-0.070,-0.104,0.040,-0.053,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.761Z,ARM,283024,0.989,-0.061,-0.007,0.137,-0.310,0.020,-0.100,-0.135,0.069,-0.085,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.779Z,FOOT,434063,-0.595,-0.073,-0.070,0.797,-0.910,1.120,-0.170,-0.133,0.382,-0.251,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.780Z,ARM,283044,0.989,-0.062,-0.006,0.136,-0.430,0.380,0.160,-0.187,0.112,-0.124,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.802Z,FOOT,434083,-0.592,-0.075,-0.074,0.799,-0.820,0.840,-0.240,-0.120,0.401,-0.400,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.803Z,FOOT,434103,-0.588,-0.077,-0.076,0.802,-0.640,0.400,-0.510,-0.049,0.338,-0.561,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.818Z,ARM,283064,0.989,-0.065,-0.005,0.135,-0.420,-0.170,0.340,-0.224,0.187,-0.123,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.838Z,FOOT,434123,-0.583,-0.079,-0.079,0.805,-0.370,0.080,-0.220,-0.009,0.289,-0.620,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.842Z,ARM,283084,0.989,-0.068,-0.003,0.133,-0.430,-0.220,0.720,-0.311,0.265,-0.196,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.842Z,ARM,283104,0.989,-0.071,-0.000,0.130,-0.270,0.000,0.700,-0.331,0.359,-0.291,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.875Z,FOOT,434143,-0.578,-0.081,-0.081,0.808,-0.140,-0.150,0.030,0.016,0.247,-0.553,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.876Z,FOOT,434163,-0.575,-0.082,-0.082,0.810,-0.340,0.170,-0.420,-0.020,0.202,-0.380,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.876Z,ARM,283124,0.989,-0.075,0.003,0.126,-0.140,-0.150,1.040,-0.335,0.421,-0.363,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.897Z,FOOT,434183,-0.572,-0.083,-0.083,0.812,-0.490,0.240,-0.070,0.000,0.109,-0.345,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.901Z,ARM,283144,0.989,-0.079,0.007,0.122,-0.320,0.230,1.270,-0.370,0.480,-0.489,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.902Z,ARM,283164,0.990,-0.083,0.011,0.116,-0.700,0.230,1.460,-0.385,0.543,-0.476,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.923Z,FOOT,434203,-0.569,-0.083,-0.083,0.814,-0.400,0.030,0.060,0.034,0.008,-0.299,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.924Z,FOOT,434223,-0.568,-0.083,-0.083,0.815,-0.040,-0.050,0.020,0.025,-0.049,-0.203,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.940Z,ARM,283184,0.990,-0.088,0.015,0.112,-0.960,-0.100,1.320,-0.447,0.579,-0.429,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.960Z,FOOT,434243,-0.567,-0.082,-0.083,0.816,0.010,-0.260,0.110,0.016,-0.033,-0.130,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.961Z,ARM,283204,0.990,-0.094,0.020,0.107,-1.100,-0.150,1.280,-0.541,0.614,-0.433,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.961Z,ARM,283224,0.989,-0.100,0.026,0.103,-1.220,-0.120,0.860,-0.598,0.654,-0.430,3,3,0,3,Kniebeuge
2026-03-01T21:04:32.985Z,FOOT,434263,-0.566,-0.082,-0.083,0.816,-0.010,-0.280,0.070,0.028,-0.003,-0.104,3,3,3,3,Kniebeuge
2026-03-01T21:04:32.986Z,FOOT,434283,-0.565,-0.083,-0.083,0.817,-0.230,0.230,0.400,0.024,0.050,-0.048,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.001Z,ARM,283244,0.989,-0.107,0.031,0.098,-1.090,0.040,0.450,-0.616,0.657,-0.448,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.002Z,ARM,283264,0.988,-0.114,0.036,0.093,-0.920,-0.510,-0.060,-0.692,0.638,-0.468,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.021Z,FOOT,434303,-0.565,-0.084,-0.083,0.817,-0.470,0.490,0.090,0.053,0.145,-0.060,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.022Z,ARM,283284,0.988,-0.122,0.040,0.088,-0.660,-0.420,0.070,-0.794,0.577,-0.579,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.045Z,FOOT,434323,-0.563,-0.086,-0.083,0.818,0.290,-0.330,0.000,0.157,0.177,-0.164,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.046Z,FOOT,434343,-0.562,-0.088,-0.083,0.818,0.150,-0.380,0.000,0.219,0.228,-0.132,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.062Z,ARM,283304,0.987,-0.130,0.043,0.081,-0.320,0.350,0.000,-0.722,0.472,-0.669,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.062Z,ARM,283324,0.987,-0.136,0.046,0.075,-0.490,0.770,0.140,-0.565,0.384,-0.588,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.081Z,FOOT,434363,-0.560,-0.092,-0.083,0.819,0.000,-0.130,-0.150,0.251,0.249,-0.110,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.082Z,ARM,283344,0.986,-0.142,0.048,0.071,-0.690,1.110,0.070,-0.512,0.254,-0.374,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.104Z,FOOT,434383,-0.559,-0.095,-0.082,0.819,-0.230,-0.220,-0.080,0.289,0.260,-0.099,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.105Z,FOOT,434403,-0.558,-0.099,-0.081,0.820,0.000,-0.170,-0.010,0.341,0.230,-0.129,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.121Z,ARM,283364,0.986,-0.147,0.049,0.069,-0.700,1.400,0.330,-0.514,0.127,-0.105,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.139Z,FOOT,434423,-0.557,-0.102,-0.079,0.821,-0.250,0.020,0.000,0.327,0.213,-0.055,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.140Z,ARM,283384,0.985,-0.152,0.049,0.070,-0.650,1.790,0.390,-0.523,-0.012,0.128,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.142Z,ARM,283404,0.984,-0.156,0.048,0.074,-0.710,1.650,0.250,-0.469,-0.159,0.403,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.164Z,FOOT,434443,-0.556,-0.106,-0.078,0.821,-0.060,0.060,0.140,0.323,0.217,0.003,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.164Z,FOOT,434463,-0.556,-0.109,-0.076,0.821,0.040,-0.300,-0.050,0.340,0.235,0.037,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.180Z,ARM,283424,0.983,-0.158,0.047,0.079,-0.890,1.380,0.200,-0.431,-0.261,0.539,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.199Z,FOOT,434483,-0.556,-0.113,-0.075,0.820,0.110,-0.570,-0.100,0.369,0.221,0.065,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.200Z,ARM,283444,0.982,-0.161,0.045,0.086,-1.010,1.060,0.020,-0.465,-0.331,0.689,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.201Z,ARM,283464,0.981,-0.165,0.042,0.094,-1.110,0.920,-0.220,-0.481,-0.380,0.797,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.225Z,FOOT,434503,-0.556,-0.117,-0.073,0.820,0.460,0.360,-0.070,0.392,0.212,0.128,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.225Z,FOOT,434523,-0.557,-0.121,-0.071,0.819,0.060,0.230,-0.160,0.399,0.231,0.175,3,3,3,3,Kniebeuge
2026-03-01T21:04:33.240Z,ARM,283484,0.979,-0.169,0.039,0.103,-1.130,1.030,-0.410,-0.480,-0.399,0.827,3,3,0,3,Kniebeuge
2026-03-01T21:04:33.241Z,ARM,283504,0.978,-0.173,0.036,0.112,-1.340,0.870,-0.440,-0.487,-0.391,0.831,3,3,0,3,Kniebeuge
